lastName,name,declarationDate,job,ministry,declarationObject
KASRAOUI,Mohamed,12-mars-1993,DIRECTEUR ADJOINT,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KASRI,Taoufik,9-juil.-1987,SOUS - DIRECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KASSA,BRAHIM,27-juin-2005,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KASSAA,Abdeljalil,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KASSAB,Taoufik,15-janv.-1991,FONCTIONNAIR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KASSAB,MOUNA,20-nov.-2010,INCONNUE,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KASSAM,Mongi,11-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KASSEMI,Slehedine,20-janv.-2000,CONTROLEUR DES SERVICES FINANCIERS,MINISTERE DES FINANCES,PREMIERE DECLARATION
KASSER,Mohamed Tahar,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KASSRAOUI,MOHAMED,15-déc.-2010,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KASSRI,Sadok Ali,8-juil.-1987,DIRECTEUR INSPECTEUR GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KASSRI,Lyess,18-janv.-1997,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KASTALI,Elyes,9-juil.-1987,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KASTLI,Mohamed Habib,8-août-1987,EXAMINATEUR  DE PERMIS DE CONDUIRE,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KATARI,Abdelraouf,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KATAT,Mohsen,10-août-1999,COMPTABLE PUBLIC,MINISTERE DES FINANCES,OBJET NON PREVU DANS LA TABLE
KATAT,Mohsen,24-mars-1999,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,CHANGEMENT D'ADMINISTRATION
KATAT,Mohsen,17-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KATEB,Abdelaziz,1-avr.-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
KATLANE,Mohamed,31-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KATLANE,Mohamed,13-nov.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KATLANE,Mohamed,1-déc.-1988,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KATRI,KHALED,2-avr.-2004,DIRECTEUR,MINISTERE DES DOMAINES DE L'ETAT ET DES AFFAIRES FONCIERES,PREMIERE DECLARATION
KATROU,Hamadi,9-juil.-1987,INSPECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KATTEB,Mohamed Saaid,16-nov.-1995,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT D'ADMINISTRATION
KATTEB,Mohamed Saaid,16-nov.-1993,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KATTEB,Mohamed Saaid,6-juil.-1987,INSPECTEUR GENERAL DES FORCES ARMEES,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
KAWACH,Mohamed Moncef,9-juil.-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KAZDOUGHLI,Ridha,14-avr.-1993,CHEF DE LA DIVISION DE L'INFORMATION,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KAZEH,Issmaiel,9-juil.-1987,CHEF DE SECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KAZOUZ,MONIA,23-mars-2012,AGENT COMPTABLE,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KBISI,MED,13-oct.-2015,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,RENOUVELLEMENT -5 ANS-
KBISI,MED,18-févr.-2012,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KCHAOU,Fredj,27-déc.-2016,MEMBRE,CONSEIL SUPERIEUR DE LA MAGISTRATURE,OBJET NON PREVU DANS LA TABLE
KCHAOU,Fredj,27-mai-2015,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KCHAOU,Fredj,2-janv.-2007,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KCHAOU,Fredj,5-sept.-1995,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
KCHAOU,Fredj,6-juil.-1987,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KCHAOU,Mohamed,30-sept.-1999,INCONNUE,INCONNU,RENOUVELLEMENT -5 ANS-
KCHAOU,Mohamed,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHAOU,Moncef,20-janv.-2000,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KCHAOU,Moncef,25-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KCHAOU,Moncef,9-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KCHAOU,Tahar,9-juil.-1987,CHEF DE SERVICE DES ETUDES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHAOU,Ali,2-mai-2000,AGENT DE DOUANE,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KCHAOU,Ali,9-juil.-1987,CHEF DE BRIGADE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHAOU,Mounir,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHAOU,Mounira,8-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHAOU,Riadh,26-mars-1988,CONTROLEUR DES AFFAIRES ECONOMIQUES,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KCHAOU,Zohaier,20-juil.-1993,DIRECTEUR,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KCHAOU,ABDEL AZIZ,6-mars-2012,CHEF D'EQUIPE DES EXAMINATEURS DE PERMIS  DE CONDUIRE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KCHAREM,Houria,30-sept.-1999,FONCTIONNAIR,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KCHAREM,Houria,9-juil.-1987,FONCTIONNAIR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHICH,Dalila,27-nov.-2004,INCONNUE,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KCHICH,Dalila,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KCHICHE,Kmaeis,15-nov.-2007,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KCHICHE,Kmaeis,7-mars-2001,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
KCHICHE,Kmaeis,14-oct.-1998,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KCHIDA,TAREK,15-févr.-2012,PRESIDENT DIRECTEUR GENERAL,MINISTERE DES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNNICATION,RENOUVELLEMENT -5 ANS-
KCHIDA,TAREK,5-mai-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,PREMIERE DECLARATION
KCHIM,Hedi,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KCHOUK,Fethi,8-juil.-1987,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KCHOUK,Faouzia,8-juin-1993,DIRECTRICE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KCHOURI,Jemal,15-déc.-1989,CHEF DE BUREAU REGIONAL,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KDASSI,ABDEL KADER,15-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KDHAII,El arbi,12-mai-2001,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
KDHOUMI,Abdelhamid,15-janv.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KDHOUMI,Mohamed Hedi,27-avr.-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KDHOUMI,Mohamed Hedi,6-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KDOURA,Ferdj,8-juil.-1987,DIRECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KDOURI,Rachid,10-avr.-2000,ADJUDANT CHEF,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KDOURI,Rachid,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEAAIB,Mohamed,22-févr.-1993,DIRECTEUR FINANCIER,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KEAIEB,Habib,17-août-1987,COMPTABLE PUBLIC,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
KEBAIER,Sami,12-avr.-2011,DIRECTEUR,MINISTERE DU TRANSPORT ET DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
KEBAIER,Sami,17-mars-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KEBAIER,Sami,4-mai-1993,PRESIDENT D'ARRONDISSEMENT,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KEBAIER,Sami,8-juil.-1987,CHEF DE SERVICE DE L'IMPORTATION,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KEBAILI,Said,22-juin-1987,DIRECTEUR,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
KEBIBIAA,Boubaker,9-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KEBILI,Hedi,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEBTNI,Ali,14-juil.-1987,BRUGADIER,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KECHAOU,Mohamed,5-juil.-1999,DIRECTEUR GENERAL,MINISTERE DES AFFAIRES SOCIALES,RENOUVELLEMENT -5 ANS-
KECHAOU,Mohamed,9-juil.-1987,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KECHAOU,Abdellaziz Habib,9-janv.-1988,EXAMINATEUR  DE PERMIS DE CONDUIRE,MINISTERE DU TRANSPORT ET DU TOURISME,PREMIERE DECLARATION
KECHI,ALI,25-févr.-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KECHICH,Mohamed,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KECHICHE,Mohamed Rachid,30-juin-2011,CONSEILLER AUPRES DU PREMIER MINISTRE,PRESIDENCE DU GOUVERNEMENT,RETRAITE
KECHICHE,Mohamed Rachid,31-mars-1999,SECRETAIRE D'ETAT AUPRES DU MINISTRE DE DEVELOPPEMENT ECONOMIQUE,MINISTERE DE DEVELOPPEMENT ECONOMIQUE,RENOUVELLEMENT -5 ANS-
KECHICHE,Mohamed Rachid,9-juil.-1987,CONTROLEUR DE 1er CLASSE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KECHICHE,HENA,20-févr.-2012,ATTACHE  D'INSPECTION,MINISTERE DES FINANCES,PREMIERE DECLARATION
KECHOUKH,Abbes,20-janv.-2000,AGENT DE CONSTATATION,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KECHOUKH,Abbes,9-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KECHRID,MOHAMED RIDHA,4-juin-2005,MINISTRE,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KECHRID,SIHEM,11-juil.-2013,SECRETAIRE GENERALE,MINISTERE DE LA JEUNESSE DES SPORTS,PREMIERE DECLARATION
KEDAIEM,Touhami,15-avr.-1993,DIRECTEUR ADJOINT,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KEDHRI,SlahEddine,7-sept.-2010,DIRECTEUR GENERAL,MINISTERE DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
KEDHRI,SlahEddine,6-avr.-2004,DIRECTEUR,MINISTERE DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
KEDHRI,SlahEddine,15-mars-1993,DIRECTEUR,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,PREMIERE DECLARATION
KEDICH,Mohamed Kameleddine,26-févr.-1993,DIRECTEUR GENERAL  ADJOINT,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,RENOUVELLEMENT -5 ANS-
KEDICH,Mohamed Kameleddine,8-juil.-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KEDIDI,Tahar,6-juil.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEDIM,Moktar,6-juil.-1987,SOUS CHEF DE SERVICE,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KEDIRI,Jilani,15-déc.-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,CHANGEMENT D'ADMINISTRATION
KEDIRI,Jilani,20-nov.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KEDIRI,Jilani,12-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KEDIRI,Jilani,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KEDIS,MOHAMED,18-févr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KEDRI,Ali,8-juil.-1987,SOUS-DIRECTEUR DES FRONTIERES,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KEDRI,Letaief,29-nov.-2005,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KEDRI,Letaief,27-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KEDRI,Letaief,9-déc.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT SUPERIEURE ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KEFALA,Hammadi,4-févr.-1993,DIRECTEUR DE L'EQUIPEMENT ET DES TRAVAUX,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,OBJET INNEXISTANT
KEFALA,Hammadi,16-nov.-1988,DIRECTEUR DE L'EQUIPEMENT ET DES TRAVAUX,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,PREMIERE DECLARATION
KEFI,Abderrazek,2-mai-2000,EX PRESIDENT,PRESIDENCE DU GOUVERNEMENT,RETRAITE
KEFI,Abderrazek,21-mai-1999,PRESIDENT,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KEFI,Abderrazek,4-mars-1993,PRESIDENT DU CONSIEL ECONOMIQUE ET SOCIAL,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
KEFI,Abderrazek,29-août-1988,EX-MINISTRE,MINISTERE DU TRANSPORT ET DU TOURISME,CHANGEMENT DE FONCTION 
KEFI,Abderrazek,7-oct.-1987,EX-MINISTRE,MINISTERE DE L'INFORMATION,CHANGEMENT DE FONCTION 
KEFI,Abderrazek,29-juin-1987,MINISTRE,MINISTERE DE L'INFORMATION,PREMIERE DECLARATION
KEFI,Mohamed Hedi,6-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KEFI,Ridha,17-mai-1999,DIRECTEUR DE PROTECTION DES HOMMES D'AFFAIRES,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
KEFI,Ridha,6-juil.-1987,CHEF DE SERVICE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KEFI,Abdessalem,9-juil.-1987,CHEF DE SERVICE,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KEFI,Taoufik,9-juil.-1987,ADJUDANT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEFI,Feiza,15-juil.-2010,PREMIER PRESIDENT,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KEFI,Feiza,2-juin-2004,PREMIER PRESIDENT,PRESIDENCE DU GOUVERNEMENT,CESSATION DE FONCTION
KEFI,Feiza,9-juin-1999,MINISTRE,MINISTERE DE L'ENVIRONNEMENT ET DE L'AMENAGEMENT DU TERRITOIRE,RENOUVELLEMENT -5 ANS-
KEFI,Feiza,7-sept.-1987,DIRECTRICE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEFI,Bechir,15-avr.-1988,CHEF DE PORT,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
KEFI,Hedili,18-mai-1992,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KEFI,Nebil,27-avr.-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KEFI,Mohamed Mouldi,16-juin-1999,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KEFI,Mohamed Mouldi,24-juil.-1993,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KEFI,NAFISSA,23-janv.-2012,DIRECTEUR,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE  L'EMPLOI,PREMIERE DECLARATION
KEFI,KHAOULA,11-juil.-2013,COMMISSAIRE  REGIONAL,MINISTERE DE LA JEUNESSE DES SPORTS,PREMIERE DECLARATION
KEHIA,Mohamed Mohsen,9-juil.-1987,DIRECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEHIA,ALI,18-févr.-2012,DIRECTEUR,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KEHILI,Abdelhamid,6-févr.-1988,DIRECTEUR,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
KELAAI,Jammel,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KELIBI,Noureddine,6-juil.-1987,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KELIBI,Abderrahmen,29-oct.-1991,EX-ADMISTRATEUR GENERAL CHARGE DE MISSION,MINISTERE DE LA JEUNESSE ET DES SPORTS,RETRAITE
KELIBI,Abderrahmen,9-juil.-1987,INSPECTEUR GENERAL,MINISTERE DE LA JEUNESSE ET DES SPORTS,PREMIERE DECLARATION
KELIBI,Abdelmajid,9-juil.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KELIBI,Khaled,5-juil.-1987,CONTROLEUR ECONOMIQUE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KELOUN,Ali,20-mai-2006,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KELOUN,Ali,9-juin-1999,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KELOUN,Ali,26-sept.-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KEMEL MEKDMINI,Salem,15-juil.-1987,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KENANI,Hassouna,19-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KENANI,Hassouna,9-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KENEBRA,Mustapha,20-janv.-2000,INSPECTEUR DE FINANCES,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KENEBRA,Mustapha,9-juil.-1987,INSPECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KENENI,hedi,29-juin-1999,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KENICHI,Habib,9-juil.-1987,SECRETAIRE D'ADMINISTRATION,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KENINI,Khalifa,23-juin-2000,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KENINI,Khalifa,18-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KENINI,Khalifa,6-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEOUIAA,Taieb,3-juil.-1987,RECEVEUR MUNICIPAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERAA,Mohamed,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERAIEM,Thabet,3-juil.-1987,DIRECTEUR,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KERAIEM,Hedi,6-juil.-1987,CHEF DU DISTRICT DU KEF,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KERAIEM,Abdelwaheb,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERAIEM,Mohamed Nacer,29-déc.-1987,EXAMINATEUR  DE PERMIS DE CONDUIRE,MINISTERE DU TRANSPORT ET DU TOURISME,PREMIERE DECLARATION
KERAIEM,Ali,23-mai-2012,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
KERAIEM,Ali,13-avr.-1993,CHEF DE LA DIVISION DE L'ENTRETIEN DES ETUDES ET DU MATERIEL,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KERDBOU,Adel,11-juil.-1987,AUXILAIRE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERIAA,Habib,28-juin-2004,ATTACHE  D'INSPECTION,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KERIAA,Habib,6-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERIAA,Dhaou Mondher,10-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERICHE,Leila,9-juil.-1987,INSPECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERID,ABDELBAKI,20-févr.-2003,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KERID,ABDELBAKI,28-nov.-1994,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KERIFA,Abdelmajid,20-juil.-1987,DIRECTEUR FINANCIER,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KERIM,Ferid,9-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KERISAANE,Mohamed Mokhtar,22-févr.-2012,DIRECTEUR,"MINISTERE DE L'INDUSTRIE, DE L'ENERGIE ET DES MINES",RENOUVELLEMENT -5 ANS-
KERISAANE,Mohamed Mokhtar,26-mai-1987,DIRECTEUR,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KERKENI,Mohamed Habib,8-juil.-1987,CONTROLEUR DES AFFAIRES ECONOMIQUES,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KERKENI,Ali,9-juil.-1987,DIRECTEUR TECHNIQUE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KERKENI,Ezzeddine,10-sept.-2007,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KERKENI,Ezzeddine,10-juil.-1993,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KERKENI,Ezzeddine,13-juil.-1987,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KERKINI,Saida,3-mars-1997,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
KERKINI,Saida,13-avr.-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KERKINI,Saida,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KERKINI,Moncef,26-mai-1988,DIRECTEUR,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,PREMIERE DECLARATION
KERMANI,Habib,6-juil.-1987,COMMANDANT DE REGIMENT,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
KERMAZI,Kamel,9-juil.-1987,DIRECTEUR PAR INTERIM,MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,PREMIERE DECLARATION
KESIAA,Ahmed Ridha,9-juil.-1987,CONSEILLER,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KESIBI,Lotfi,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KESKESSE,Mohamed Arbi,14-oct.-1994,EX-AGENT COMPTABLE,MINISTERE DES AFFAIRES ETRANGERES,OBJET INNEXISTANT
KESKESSE,Mohamed Arbi,27-août-1993,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
