lastName,name,declarationDate,job,ministry,declarationObject
KESKESSE,Mohamed Arbi,11-janv.-1989,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KESONTINI,Mohamed Jelal,9-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KESSAIR,Abdessattar,22-août-1994,DIRECTEUR BANQUE NATIONALE AGRICOLE DIRECTEUR GENERAL ATTACHE,MINISTERE DES FINANCES,PREMIERE DECLARATION
KESSEBI,YOSRA,1-juin-2015,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KESSINTINI,Haferdh,27-nov.-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KESSINTINI,Haferdh,22-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KESSINTINI,Haferdh,10-nov.-1994,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,CHANGEMENT D'ADMINISTRATION
KESSINTINI,Haferdh,27-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KESSIRI,Salaheddine,9-juil.-1987,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KESSIS,ANIS,7-mars-2012,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,RENOUVELLEMENT -5 ANS-
KESSIS,ANIS,27-déc.-2007,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
KESSISS,SOFIENE,2-juin-2007,RECEVEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KETAOUI,Mohamed Taher,14-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KETARI,Bechir,6-juil.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KETARI,Mohamed,27-mai-1993,DIRECTEUR GENERAL,MINISTERE DES COMMUNICATIONS,RENOUVELLEMENT -5 ANS-
KETARI,Mohamed,9-juil.-1987,DIRECTEUR,MINISTERE DES COMMUNICATIONS,PREMIERE DECLARATION
KETARI,Abdellaziz,9-juil.-1987,DIRECTEUR GENERAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KETARI,Ali,9-juil.-1987,CHEF DE SECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KETARI,Mohamed,8-juil.-1987,DIRECTEUR,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KETARI,Ahmed Mohamed Aloui,31-mai-1999,DIRECTEUR DU DISTRICT DES TRAVAUX,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KETARI,Ahmed Mohamed Aloui,19-déc.-1987,DIRECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KETAT,Aboulgacem Ali,9-juil.-1987,BRUGADIER,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KETAT,Mahmoud,17-juin-1993,DIRECTEUR,MINISTERE DE LA CULTURE,PREMIERE DECLARATION
KETATA,Abdelouahabe,30-juil.-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KETATA,Abdelouahabe,9-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KETATA,Salem,8-févr.-1988,GESTIONNAIRE,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
KETATA,Moncef,29-avr.-1993,SOUS DIRECTEUR DES CONTROLE SANITAIRE SUR LES FRONTIERES,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
KETATI,Mahmoude,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KETATI,Youssef,17-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KETATI,Nouri,8-avr.-2000,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KETATI,Nouri,21-juil.-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KETATNI,Mohsen,17-juin-1993,SOUS - DIRECTEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KETITI,NOURI,28-juin-2012,PRESIDENT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KETRAN,Hattem,27-mars-1993,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KETTANI,Mohamed Najib,9-juil.-1987,CHEF DE SERVICE,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KETTI,Taieb,15-mai-2004,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KETTI,Taieb,1-oct.-1999,COMPTABLE PUBLIC,MINISTERE DES FINANCES,OBJET NON PREVU DANS LA TABLE
KETTI,Taieb,13-déc.-1997,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KETTI,Taieb,15-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KETTI,Taieb,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KEZAM,Abdelhak,17-juin-1993,DIRECTEUR CENTRAL,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KFICH,Taoufik,31-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KFICH,Taoufik,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KHABATHI,Mohamed Fouad,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHABBOUCHI,NEJIB,4-oct.-2013,GOUVERNEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHABIR,Ahmed,9-juil.-1987,RESPONSABLE DE LA CAISSE,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
KHABLECHI,YOUSSEF,14-juin-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHABOU,Mohamed Fethi,6-juil.-1987,DELEGUE DES AFFAIRES SOCIALES,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHABOU,Mohamed,28-oct.-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KHABOUDI,Hassin,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHABTHANI,Moncef,28-août-1993,DETACHE MILITAIRE,MINISTERE DE LA DEFENSE NATIONALE,RENOUVELLEMENT -5 ANS-
KHABTHANI,Moncef,19-mars-1992,EX-COMMANDANT DE REGIMENT,MINISTERE DE LA DEFENSE NATIONALE,CHANGEMENT DE FONCTION 
KHABTHANI,Moncef,4-juil.-1991,COMMANDANT DE L'ECOLE TECHNIQUE DE L'ARMEE DE TERRE,MINISTERE DE LA DEFENSE NATIONALE,CHANGEMENT DE FONCTION 
KHABTHANI,Moncef,9-nov.-1989,COMMANDANT DE BRIGADE,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
KHABTHENI,Taoufik,15-janv.-1988,CONTROLEUR DU TRANSPORT ROUTIER,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHABTHENI,JAMILA,2-janv.-2007,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KHACHLOUF,LOTFI,23-févr.-2012,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNNICATION,PREMIERE DECLARATION
KHACHLOUF,LOTFI,15-avr.-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,PREMIERE DECLARATION
KHACHNAOUI,Ahmed Zaier,9-juil.-1987,INSPECTEUR  CHEF DE SERVICE,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KHACHTELLI,Hassen,9-juil.-1987,CHEF DE SECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHADHAR,Mohamed,29-juin-1987,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KHADHAR,Hichem,6-juil.-1987,CHEF  DE BUREAU REGIONAL,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KHADHAR,Sahbi,17-févr.-1993,DIRECTEUR D'ADMINISTRATION CENTRALE,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KHADHAR,Sahbi,6-juil.-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KHADHI,Ferid,29-oct.-2001,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,OBJET NON PREVU DANS LA TABLE
KHADHI,Ferid,25-mai-2000,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
KHADHI,Ferid,6-juil.-1987,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHADHIRI,Salah Eddine,21-nov.-1988,CHEF D'AGENCE,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHADHIRI SAAIBI,Youssef,27-juin-1987,PRESIDENT DIRECTEUR GENERAL,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KHADHRAOUI,Moktar,9-juil.-1987,BRUGADIER,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHADHRAOUI,Nouri,9-juil.-1987,AGENT AUXILIAIRE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHADHRAOUI,Aicha,8-mars-1993,DIRECTRICE,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KHADHRAOUI,Hedi,14-avr.-1993,CHEF DE LA DIVISION DE LA SOUS DIRECTION,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KHADHRAOUI,Mohamed,19-juin-1999,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHADHRAOUI,KHALED,20-mai-2006,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHADHRAOUI,MOHAMED ALI,10-sept.-2007,COMMISSAIRE  REGIONAL,MINISTERE DE LA JEUNESSE DES SPORTS,PREMIERE DECLARATION
KHADHRI,FATHI,14-avr.-2012,AGENT DE CONTROLE ECONOMIQUE,MINISTERE DU COMMERCE ET DE L'ARTISANAT,PREMIERE DECLARATION
KHADMI,NOUREDINE,22-mars-2014,EX MINISTRE,MINISTERE DES AFFAIRES RELIGIEUSES,CESSATION DE FONCTION
KHADMI,NOUREDINE,15-mars-2012,MINISTRE,MINISTERE DES AFFAIRES RELIGIEUSES,PREMIERE DECLARATION
KHADOUMA,Hammadi,22-sept.-1999,DIRECTEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHADRAOU,SEMI,28-mars-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHADRAOUI,Moktar,9-juil.-1987,DIRECTEUR,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KHADRAOUI,Ahmed,30-janv.-2001,ADJUDANT,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KHADRAOUI,Ahmed,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHADRAOUI,Moktar,22-juil.-1987,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHADRAOUI,AID,21-juil.-2016,DIRECTEUR CENTRAL,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KHADRAOUI,AID,23-oct.-2010,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHADRAOUI,SAMIA,2-déc.-2010,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KHADRI,Abdallah,9-juil.-1987,BRUGADIER,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHADRI,Faouzia,9-juil.-1987,AUXILAIRE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHADRI,WAHID,3-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHAFALLAH,Othmen,11-août-1987,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHAFIFI,Mustapha,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHAIRALLAH,FETEN,28-juin-2012,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KHAIRALLAH,FETEN,11-oct.-2007,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHAIRI,ABDALLAH,22-déc.-2007,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHAIRI,WASILA,31-déc.-2012,ATTACHE  D'INSPECTION,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHALBOUS,Ali,17-mars-1993,PRESIDENT DIRECTEUR GENERAL,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KHALBOUS,Ali,6-juil.-1987,PRESIDENT DIRECTEUR GENERAL,INCONNU,PREMIERE DECLARATION
KHALBOUS,Mounira,15-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KHALBOUS,Mounira,9-juil.-1987,DIRECTRICE,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KHALBOUS,SLIM,27-sept.-2016,MINISTRE,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,PREMIERE DECLARATION
KHALDI,Abdelghani,6-juil.-1987,DIRECTEUR,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
KHALDI,Taoufik,19-juin-1999,DELEGUE,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
KHALDI,Taoufik,9-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALDI,Hosni,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALDI,Mohamed,9-juil.-1987,PRESIDENT DE CHAMBRE,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALDI,Romdane,10-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALDI,Sami,30-juil.-1987,CHEF DE SERVICE,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KHALDI,Belhassen,29-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALDI,Zoubeida,31-août-1999,DIRECTEUR,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,PREMIERE DECLARATION
KHALDI,Abdelbasset,2-oct.-2007,INCONNUE,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KHALDI,Abdelbasset,20-janv.-2000,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALDI,Amor,8-avr.-2000,INSPECTEUR DES SERVICES FINANCIERS,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHALDI,Ezzakraoui,5-sept.-2000,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KHALDI,ABDELKARIM,27-juin-2005,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'AGRICULTURE ET DES RESSOURCES HYDRAULIQUES,PREMIERE DECLARATION
KHALDI, ABDEL MAJID,21-févr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALDI,LOTFI,29-mai-2015,CHARGE DE MISSION,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KHALDI,LOTFI,26-juin-2012,DIRECTEUR  CHARGE DE MISSION,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KHALDI,HAJER,21-juin-2012,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALDI,MED ALI,15-avr.-2013,CHARGE DE MISSION AUPRES DU MINISTRE,MINISTERE DE LA FEMME DE LA FAMILLE ET DE L'ENFANCE,PREMIERE DECLARATION
KHALDI,JAMILA,16-août-2012,DIRECTEUR CENTRAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALDI,KAIS,25-avr.-2013,MAGISTRAT CONSEILLER,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALDI,FOUED,11-juil.-2013,COMMISSAIRE  REGIONAL,MINISTERE DE LA JEUNESSE DES SPORTS,PREMIERE DECLARATION
KHALDI,BECHIR,3-déc.-2012,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALDI,MECHKETTE,20-déc.-2013,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALDICH,Mohamed,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALED,Mohamed Khaireddine,30-sept.-1999,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,RENOUVELLEMENT -5 ANS-
KHALED,Mohamed Khaireddine,9-juil.-1987,DIRECTEUR REGIONAL,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KHALED,Najib,9-juil.-1987,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KHALED,Mohamed Arbi,7-oct.-1988,DIRECTEUR TECHNIQUE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,OBJET INNEXISTANT
KHALED,Mohamed Arbi,9-juil.-1987,DIRECTEUR  TECHNIQUE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KHALED,Eskander,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALED,Abderrazek,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALED,Ahmed,14-juil.-1993,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KHALED,Ahmed,2-avr.-1991,EX-MINISTRE,MINISTERE DE LA CULTURE ET DE L'INFORMATION,CHANGEMENT DE FONCTION 
KHALED,Ahmed,30-mai-1989,SECRETAIRE D'ETAT  CHARGE DE L'EDUCATION,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KHALED,Ahmed,29-oct.-2001,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
KHALED,Ahmed,24-oct.-1998,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALED,Ahmed,19-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALED,Mohamed lamine,13-avr.-2004,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,RENOUVELLEMENT -5 ANS-
KHALED,Mohamed lamine,2-sept.-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALED,BEN LTIFA,23-mai-2012,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALED,SALAH,24-mars-2015,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHALEDI,Scander,19-juin-1999,DELEGUE,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
KHALEDI,Scander,25-juin-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALEDI,Laarousi,4-août-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALEFALLAH,Abdellaziz,11-juil.-1987,DIRECTEUR REGIONAL A SOUSSE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KHALFA,Amor,20-janv.-2000,DELEGUE,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
KHALFA,Amor,12-juin-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALFA,Mohamed Ridha,7-janv.-1988,EXAMINATEUR  DE PERMIS DE CONDUIRE,MINISTERE DU TRANSPORT ET DU TOURISME,PREMIERE DECLARATION
KHALFAFOUI,MOHAMED,15-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALFALLAH,Mohamed Moncef,20-janv.-2000,AGENT DE CONSTATATION,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KHALFALLAH,Mohamed Moncef,6-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFALLAH,Ali Cheikh,9-juil.-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KHALFALLAH,Ali,9-juil.-1987,DIRECTEUR GENERAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFALLAH,Ali,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFALLAH,Mohamed,10-mars-1998,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHALFALLAH,Mohamed,6-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KHALFALLAH,Mohamed,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFALLAH,Taeib,23-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFALLAH,Taieb,18-févr.-1995,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALFALLAH,Hssin,21-juin-1999,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KHALFALLAH,Mohamed Ezedine,2-avr.-2001,DIRECTEUR GENERAL,MINISTERE DE L'INDUSTRIE,PREMIERE DECLARATION
KHALFALLAH,NACEUR,26-avr.-2013,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALFALLAH,NABIL,13-févr.-2014,DIRECTEUR GENERAL,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHALFALLAL,Boubaker,9-juil.-1987,ADJUDANT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFALLI,Said,4-déc.-2007,SOUS - DIRECTEUR,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KHALFALLI,Said,20-janv.-2000,CHEF  DE BUREAU REGIONAL,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,Mohamed,6-juil.-1993,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KHALFAOUI,Mohamed,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,Boubaker,9-juil.-1987,BRUGADIER,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,Abdellaziz,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,Amin,13-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,Ahmed,14-juil.-1987,AUXILAIRE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,Mohamed Kamel,12-mars-1993,DIRECTEUR ADJOINT DE L'ENSEIGNEMENT SECONDAIRE,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KHALFAOUI,Fethi Zouhaier,20-nov.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHALFAOUI,Fethi Zouhaier,28-janv.-1995,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHALFAOUI,ABDALLAH,3-déc.-2010,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KHALFAOUI,RIDHA,29-avr.-2012,RECEVEUR DES FINANCES,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHALFAOUI,ABDELAZIZ,2-août-2012,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHALFAOUI,NEJIB,14-mars-2014,CHEF DE CABINET,PRESIDENCE DU GOUVERNEMENT,CESSATION DE FONCTION
KHALFAOUI,NEJIB,25-avr.-2013,CHEF CABINET,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KHALFI,MED FATHI,25-avr.-2013,PROCUREUR ADJOINT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHALIFA,Mahmoud,22-avr.-2004,DIRECTEUR,MINISTERE DE L'AGRICULTURE DE L'ENVIRONNEMENT ET DES RESSOURCES HYDRAULIQUES,RENOUVELLEMENT -5 ANS-
KHALIFA,Mahmoud,8-juil.-1987,DIRECTEUR,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KHALIFA,Ali,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALIFA,Chaabane,23-juil.-1987,DIRECTEUR DE LA SECTION TECHNIQUE,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KHALIFA,Ferdj,20-avr.-1988,CHEF DE SERVICE DE LA COMPTABILITE GENERALE,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
KHALIFI,Brahim,9-juil.-1987,FONCTIONNAIR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHALIFI,Moktar,18-mai-1993,DIRECTEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHALIJ,Essaied,22-avr.-2004,DIRECTEUR GENERAL,MINISTERE DE L'AGRICULTURE DE L'ENVIRONNEMENT ET DES RESSOURCES HYDRAULIQUES,RENOUVELLEMENT -5 ANS-
KHALIJ,Essaied,8-juin-1995,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'AGRICULTURE,CHANGEMENT DE FONCTION 
KHALIJ,Essaied,3-juil.-1987,COMMISSAIRE  REGIONAL,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
KHALIL,Ahmed,18-févr.-2009,CONSEILLER,PRESIDENCE DE LA REPUBLIQUE,RENOUVELLEMENT -5 ANS-
